x;y;u;v;column;row
0.3793;1.0000;0.3766;0.9987;11;19
0.4138;1.0000;0.4117;0.9976;12;19
0.4483;1.0000;0.4468;0.9964;13;19
0.4828;1.0000;0.4818;0.9954;14;19
0.5172;1.0000;0.5166;0.9947;15;19
0.5517;1.0000;0.5513;0.9943;16;19
0.5862;1.0000;0.5857;0.9942;17;19
0.6207;1.0000;0.6200;0.9945;18;19
0.6552;1.0000;0.6541;0.9950;19;19
0.6897;1.0000;0.6882;0.9956;20;19
0.7241;1.0000;0.7223;0.9962;21;19
0.7586;1.0000;0.7566;0.9966;22;19
0.7931;1.0000;0.7913;0.9967;23;19
0.8276;1.0000;0.8263;0.9965;24;19
0.8621;1.0000;0.8616;0.9960;25;19
0.8966;1.0000;0.8971;0.9958;26;19
0.9310;1.0000;0.9325;0.9965;27;19
0.9655;1.0000;0.9669;0.9995;28;19
1.0000;1.0000;0.9994;1.0068;29;19
